id	doc	severity	class	provenance	witness	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
skyline-sweep-place-masked-34	documentation	nit	(table)				The skyline coding: comparison kernels (sweep, place and filter, masked, overlay, signed)	documentation: One argument written several times			P4		The debug-assert rationale paragraph is copied six times across sweep, masked, and place	open			
skyline-sweep-place-masked-36	documentation	low	documentation	verified		no	The skyline coding: comparison kernels (sweep, place and filter, masked, overlay, signed)	documentation: Hand-maintained counts and rosters			P4		Hand-maintained caller rosters and counts that have already drifted	open			
skyline-sweep-place-masked-6	documentation	nit	(table)				The skyline coding: comparison kernels (sweep, place and filter, masked, overlay, signed)				P6	skyline	`unreachable!` messages that are slot counts, not proofs	open			
skyline-sweep-place-masked-8	documentation	nit	(table)				The skyline coding: comparison kernels (sweep, place and filter, masked, overlay, signed)				P6	skyline	Colon-fronted fragments open body paragraphs	open			
skyline-sweep-place-masked-9	documentation	nit	(table)				The skyline coding: comparison kernels (sweep, place and filter, masked, overlay, signed)	documentation: Missing or non-uniform hazard sections | documentation: One argument written several times	86		P4		One Panics paragraph copied seven times in overlay.rs, each copy saying it is stated once elsewhere	fix	67		
skyline-fill-grow-1	documentation	low	documentation	verified		no	The skyline coding: fill and grow	documentation: Measured readings and history at declaration sites			P4		Hand-quoted measurements and history language in the fill module's Cost section	open			
skyline-fill-grow-10	documentation	nit	(table)				The skyline coding: fill and grow	documentation: Em-dashes in `//` comments			P3		Em-dashes in `//` comments (62 sites in the partition)	open			
skyline-fill-grow-14	documentation	nit	(table)				The skyline coding: fill and grow	documentation: Moralized code and register transplants			P3		Register texture that names no mechanism	open			
skyline-fill-grow-17	documentation	low	documentation	verified		yes	The skyline coding: fill and grow		89		P4		Kernel-doc test and envelope citations resolve today but no gate leg checks them	fix	69		
skyline-fill-grow-20	documentation	nit	(table)				The skyline coding: fill and grow	documentation: Missing or non-uniform hazard sections			P4		`expand_subtree`'s `# Panics` attributes an unrepresentable state to a normal-form violation	open			
skyline-fill-grow-21	documentation	low	documentation	verified		yes	The skyline coding: fill and grow	"documentation: ""mint"" for constructing a value"	84		P3		"""mint""/""minted"" at eight sites, in three senses"	fix	55		
skyline-fill-grow-22	documentation	nit	(table)				The skyline coding: fill and grow	documentation: Vocabulary without an anchor			P3		"""forest parent"" and ""site forest"" are used as terms without a definition"	open			
skyline-fill-grow-24	documentation	medium	documentation	verified		no	The skyline coding: fill and grow				P6	skyline	"The Counter widths section says the fill walk's `depth` ""stays `usize`""; fill.rs declares it `u64`, and the crate argues one width three ways"	open			
skyline-fill-grow-28	documentation	nit	(table)				The skyline coding: fill and grow				P6	skyline	`pop_site`'s comment gives the wrong reason the slot cast is lossless	open			
skyline-fill-grow-29	documentation	nit	(table)				The skyline coding: fill and grow				P6	skyline	Two line-wrap typos split compound modifiers	open			
skyline-fill-grow-3	documentation	low	documentation	verified		no	The skyline coding: fill and grow	documentation: One argument written several times			P4		The `# Testing` sections paraphrase their sibling tests.rs module docs	open			
skyline-fill-grow-4	documentation	low	documentation	assessed		no	The skyline coding: fill and grow	documentation: Public contracts contradicted by the code	86		P4		`# Panics` promises a panic on any non-canonical stream; the code panics only on unreadable bits	fix	67		
skyline-fill-grow-5	documentation	nit	(table)				The skyline coding: fill and grow	documentation: Missing or non-uniform hazard sections			P4		`# Panics` on tick and ticks documents an empty-id state the `Party` type excludes	open			
skyline-fill-grow-7	documentation	low	documentation	verified		no	The skyline coding: fill and grow	documentation: Prose from before the flag day			P4		"`FillWalk`'s doc calls the id reader ""the recursion argument"" of an iterative walk"	open			
recursion-3	documentation	low	documentation	verified		no	The skyline coding: query (query, integral, web)				P6	skyline	Test comment credits production folds to descend!; the fat-stack thread is missing from the oracle envelope's bound list	open			
skyline-query-1	documentation	nit	(table)				The skyline coding: query (query, integral, web)	documentation: Vocabulary without an anchor			P3		"Unanchored crate-dialect terms ""seam"" and ""genre"" in this partition's prose"	open			
skyline-query-10	documentation	low	documentation	verified		no	The skyline coding: query (query, integral, web)				P6	skyline	`mass_split`'s doc overstates the right half's bound in the clamped case	open			
skyline-query-11	documentation	nit	(table)				The skyline coding: query (query, integral, web)				P6	skyline	"`clusters`' ""ascending"" precondition must be strict; the gap subtraction underflows on a repeated index"	open			
skyline-query-12	documentation	nit	(table)				The skyline coding: query (query, integral, web)	documentation: Moralized code and register transplants	82		P3		"Moralized and significance wording: ""honest"", ""real"", ""is the point"""	fix	53		
skyline-query-16	documentation	low	documentation	verified		no	The skyline coding: query (query, integral, web)	documentation: Vocabulary without an anchor			P3		"`Arming` (a ledger entry) collides with the watermark web's ""arming"" of a range, with no contrast drawn"	open			
skyline-query-19	documentation	nit	(table)				The skyline coding: query (query, integral, web)				P6	skyline	"""sound"" used loosely for ""correct only when"" and ""holds"""	open			
skyline-query-20	documentation	nit	(table)				The skyline coding: query (query, integral, web)				P6	skyline	Comment says the emptiness check is not re-taken here, directly above a debug_assert that re-takes it	open			
skyline-query-22	documentation	low	documentation	verified		no	The skyline coding: query (query, integral, web)	documentation: Hand-maintained counts and rosters			P4		Hand-maintained caller and client counts, one already false in the test build	open			
skyline-query-26	documentation	nit	(table)				The skyline coding: query (query, integral, web)				P6	skyline	A fullwidth left parenthesis (U+FF08) in the `zero_drift_heights` doc	open			
skyline-query-29	documentation	low	documentation	verified		no	The skyline coding: query (query, integral, web)				P6	skyline	Test comment attributes production stack safety to `crate::recurse::descend!`, which production code does not use	open			
skyline-query-30	documentation	low	documentation	verified		no	The skyline coding: query (query, integral, web)	documentation: Measured readings and history at declaration sites			P4		Eight adequacy test docs carry bracketed measured readings the sibling envelope suite keeps in pin commits	open			
skyline-query-32	documentation	low	documentation	verified		no	The skyline coding: query (query, integral, web)	documentation: Ghost references to deleted code and retired conventions | documentation: Relative-time words and history narration			P4		"""retired"" and ""fell into"" narrate history where the siblings state the present"	open			
skyline-query-4	documentation	nit	(table)				The skyline coding: query (query, integral, web)	documentation: Em-dashes in `//` comments			P3		Em-dashes in `//` comments and in one assert message	open			
skyline-watermark-1	documentation	nit	(table)				The skyline coding: watermark and the traffic counters	"documentation: ""mint"" for constructing a value | documentation: Moralized code and register transplants"			P3		Vocabulary sweep: 'mint' for constructing a value, moralized 'honest', shouted 'MOVES', 'genuinely'	open			
skyline-watermark-10	documentation	nit	(table)				The skyline coding: watermark and the traffic counters	documentation: Em-dashes in `//` comments			P3		Em-dashes in // line comments at eight sites	open			
skyline-watermark-13	documentation	low	documentation	verified		no	The skyline coding: watermark and the traffic counters				P6	skyline	push_boundary's doc says only the pushed-above arm constructs the payload; the undercut arm does too	open			
skyline-watermark-15	documentation	nit	(table)				The skyline coding: watermark and the traffic counters				P6	skyline	compact's 'anything wider can never fit' overstates suanpan's collapse bound	open			
skyline-watermark-2	documentation	nit	(table)				The skyline coding: watermark and the traffic counters				P6	skyline	The emission bullet of the cost discipline is one sixteen-line sentence with rewrap residue	open			
skyline-watermark-25	documentation	nit	(table)				The skyline coding: watermark and the traffic counters	documentation: Vocabulary without an anchor			P3		Vocabulary collisions: 're-arm' for lease and 'fill phase' beside the fill walk	open			
skyline-watermark-4	documentation	low	documentation	verified		no	The skyline coding: watermark and the traffic counters	documentation: Hand-maintained counts and rosters			P4		Hand-maintained 'two' restates FOLLOWER_SLOTS, once inaccurately	open			
skyline-watermark-5	documentation	nit	(table)				The skyline coding: watermark and the traffic counters				P6	skyline	Two maintainer docs misattribute which operand a fold reads or a reader mutates	open			
skyline-watermark-8	documentation	low	documentation	verified		yes	The skyline coding: watermark and the traffic counters	claims: Numbers without artifacts | documentation: Measured readings and history at declaration sites	88		P4		compacting()'s doc carries measured counterfactual ratios and misstates the saving's mechanism	fix	68		
skyline-watermark-9	documentation	nit	(table)				The skyline coding: watermark and the traffic counters				P6	skyline	fold_height's armed guard has its why only in .cargo/mutants.toml	open			
api-audit-23	documentation	nit	(table)				suanpan (the crate and its test suites)				P6	suanpan	suanpan states there is no from-value constructor without saying why	open			
inventory-14	documentation	nit	(table)				suanpan (the crate and its test suites)	documentation: Public contracts contradicted by the code			P4		"`add_at` doc claims ""any i128 magnitude"" but the carry arithmetic overflows near the extremes"	open			
paper-fidelity-9	documentation	low	documentation	verified		no	suanpan (the crate and its test suites)				P6	suanpan	"suanpan's lazy-zone amortization is asserted, not derived, under a page that promises every argument ""in full"""	open			
suanpan-13	documentation	nit	(table)				suanpan (the crate and its test suites)	documentation: Em-dashes in `//` comments			P3		Em-dashes in `//` comments, a TOML comment, and panic/error strings	open			
suanpan-15	documentation	nit	(table)				suanpan (the crate and its test suites)				P6	suanpan	`sign_dominates_at`'s public doc carries the margin proof at user altitude	open			
suanpan-19	documentation	nit	(table)				suanpan (the crate and its test suites)	documentation: Moralized code and register transplants			P3		"Vocabulary tells: moralized code, a significance adverb, a mechanism-less ""silently"", three spellings of one term, colon-fronted labels and antitheses"	open			
suanpan-23	documentation	nit	(table)				suanpan (the crate and its test suites)				P6	suanpan	Headroom comments state loose bit counts with an underived `33`	open			
suanpan-27	documentation	nit	(table)				suanpan (the crate and its test suites)	documentation: Measured readings and history at declaration sites | documentation: Relative-time words and history narration			P4		"Incident history in roster prose (""twice found wrong in review"")"	open			
suanpan-3	documentation	nit	(table)				suanpan (the crate and its test suites)	documentation: Vocabulary without an anchor			P3		Opaque `\[derived\]` tags in the crate page	open			
suanpan-32	documentation	low	documentation	verified		no	suanpan (the crate and its test suites)				P6	suanpan	Roster data states mechanisms and labels the code does not have	open			
suanpan-5	documentation	low	documentation	verified		no	suanpan (the crate and its test suites)				P6	suanpan	`reserve_digits` is absent from the crate page	open			
suanpan-6	documentation	nit	(table)				suanpan (the crate and its test suites)	documentation: Public contracts contradicted by the code			P4		The register-metering sentence says every absorbed delta or shift counts one touch; zero deltas and `shl(0)` count none	open			
suanpan-7	documentation	low	documentation	verified		no	suanpan (the crate and its test suites)	documentation: Hand-maintained counts and rosters			P4		Hand-maintained restatements of enumerable facts, two already stale	open			
suanpan-tests-11	documentation	low	documentation	verified		no	suanpan (the crate and its test suites)	documentation: Hand-maintained counts and rosters | documentation: Measured readings and history at declaration sites			P4		the exhaustive ledger testdoc carries hand-maintained tallies, a wall-time figure, a dated anecdote, and ragged wrapping	open			
suanpan-tests-14	documentation	nit	(table)				suanpan (the crate and its test suites)				P6	suanpan	"two doc fragments left by the dated-note excision: ""Green pin: an"" and a verbless ""Measured (...)"""	open			
suanpan-tests-17	documentation	nit	(table)				suanpan (the crate and its test suites)	"documentation: ""mint"" for constructing a value | documentation: Moralized code and register transplants"			P3		"moralized and register-transplant vocabulary: ""honest"" (5), ""real fold"", ""minted"", and ""tripwire"" for criteria with no committed known-bad"	open			
suanpan-tests-2	documentation	low	documentation	verified		no	suanpan (the crate and its test suites)				P6	suanpan	park_extreme_negative_digit's stated reason for two deposits is false: one deposit of −(2^33 − 1) lands in the zone	open			
suanpan-tests-20	documentation	nit	(table)				suanpan (the crate and its test suites)				P6	suanpan	domination_reads' doc names sign_dominates_at for a loop that calls sign_dominates_word, and overclaims one touch per later read	open			
suanpan-tests-22	documentation	nit	(table)				suanpan (the crate and its test suites)	documentation: Measured readings and history at declaration sites | documentation: Relative-time words and history narration			P4		witness docs narrate the mutation history in the past tense, three times	open			
clock-10	performance	low	performance	assessed		no	Crate root and public types	performance: Capacity hints that undercount | performance: Fixes that move pins			P8		`Clock::encode` grows an empty `Vec` through `encode_to` where a two-slice concatenation is total and single-allocation	open			
party-24	performance	low	performance	assessed		no	Crate root and public types				P8		`IdIndex::is_disjoint` spends 24 bytes per queued pair and `build` one byte per open frame, where every sibling walk spends bits	open			
party-26	performance	low	performance	assessed		no	Crate root and public types	performance: Fixes that move pins	40		P8		Table searches scan to the table's end instead of the enclosing subtree's entry bound	open			
party-29	performance	nit	performance	verified		no	Crate root and public types	performance: Fixes that move pins | performance: Peek, then decode again			P8		peek-then-read decodes every tag twice in `sum`, `sum_split`, and `copy_reader`, and counts it twice in the scan currency	open			
rank-16	performance	low	performance	verified		no	Crate root and public types	performance: Fixes that move pins | performance: Materialize, then discard	72		P6	core	The encode path clones the whole numerator, and plus_one's at-ceiling arm keeps the base value alive across from_limbs	open			
rank-29	performance	low	performance	verified		no	Crate root and public types	performance: Fixes that move pins | performance: Materialize, then discard			P8		Accumulator readouts materialize the result four times (digits, limbs, LE bytes, UBig) on every Sum	open			
span-causally-26	performance	medium	performance	verified		no	Crate root and public types		71		P8		Production `<=` checks sweep through `partial_cmp`, losing the one-direction early exit `sweep::le` already implements; the coincident fast rungs can read more than the walk they replace	open			
crate-root-35	performance	low	performance	verified		no	Cross-cutting				P8		serde impls copy every payload twice on both sides where the borsh impls copy once	open			
codec-base-text-tree-15	performance	nit	performance	assessed		no	The codec				P8		`parse_base` re-validates UTF-8 over a digit run it has already classified byte by byte	open			
codec-bits-13	performance	low	performance	assessed		no	The codec	performance: Per-element loops where batched primitives exist	41		P8		extract_code copies wide codes one bit at a time, and has no guard for an empty range	open			
codec-bits-18	performance	nit	performance	assessed		no	The codec	performance: Per-element loops where batched primitives exist			P8		ByteWords::gather takes four bounds-tested byte reads per refill, and the u32 word width is unargued	open			
board-ops-render-19	performance	low	performance	verified		yes	The instruments	performance: Fixes that move pins | performance: The instruments' own cost	55		P1		`worst-cases-pin` re-sweeps the identical grid at the identical two scales that `amp-board-acceptance` just measured	fix	13		
fuzzfit-strategies-1	performance	nit	performance	assessed		yes	The instruments	performance: The instruments' own cost	56		P1		The release profile's guest-only justification governs the harness build too	fix	14		
suite-economics-2	performance	low	performance	verified		no	The instruments	performance: The instruments' own cost	75		P1		version_triple_laws alone defines the suite's critical path; the VERSION_TRIPLE group bundles two cost classes	fix	27		
clippy-pedantic-3	performance	low	performance	assessed		no	The skyline coding	performance: Fixes that move pins | performance: Per-element loops where batched primitives exist			P8		`emit_offset` takes `Signed` by value but only borrows it, forcing a clone at both consumed-site callers	open			
skyline-coding-15	performance	low	performance	assessed		no	The skyline coding	performance: Fixes that move pins | performance: Materialize, then discard			P8		`hull` reads `sign_magnitude` twice per switch boundary; both emissions switch together	open			
skyline-coding-18	performance	low	performance	assessed		no	The skyline coding	performance: Fixes that move pins	41		P8		same-side wide steps are decoded then re-gamma-coded instead of spliced from the source	open			
skyline-fill-grow-11	performance	nit	performance	verified		no	The skyline coding	performance: Fixes that move pins | performance: Peek, then decode again			P8		Every shortcut arm reads its full child's 2-bit tag twice (peek, then skip)	open			
skyline-fill-grow-36	performance	nit	performance	assessed		no	The skyline coding	performance: Capacity hints that undercount	41		P8		The splice builder's capacity hint omits the count's width	open			
skyline-query-3	performance	low	performance	assessed		no	The skyline coding	performance: Materialize, then discard			P8		`rank_cmp` materializes the full numerator it discards	open			
skyline-sweep-place-masked-10	performance	nit	performance	assessed		no	The skyline coding	performance: Per-element loops where batched primitives exist			P8		`LeafCursor` pushes and pops path bits one at a time where `BitStack` has a batched form	open			
suanpan-14	performance	low	performance	assessed		no	suanpan	performance: Capacity hints that undercount	38		P8		`shl` on a digit-engine value rebuilds into a fresh buffer grown one position at a time	open			
suanpan-17	performance	low	performance	verified		yes	suanpan	performance: Fixes that move pins	38		P8		A collapse whose re-deposit recenters back into the digit it just zeroed is a fixed point: every sign read costs 6 touches	open			
suanpan-25	performance	nit	performance	assessed		no	suanpan	performance: Capacity hints that undercount | performance: Materialize, then discard			P8		`magnitude_from_digits` collects bytes through an unsized `flat_map`	open			
clock-12	simplification	low	simplification	verified		no	Crate root and public types				P6	core	`Clock::decode`'s prefix-split block is duplicated verbatim in `Span::decode`, and two sites reach two layers down instead of through a component door	open			
clock-13	simplification	nit	(table)				Crate root and public types				P6	core	The manual `Debug` for `Clock` is exactly the derive's expansion	open			
clock-16	simplification	nit	(table)				Crate root and public types				P6	core	A one-caller helper and a redundant reborrow line in `Forks::new`/`next`	open			
clock-26	simplification	low	modularity	verified		no	Crate root and public types	simplification: Things one module away from home	73		P4		clock/tests.rs holds the serde and borsh legs for three types and depth proofs for other partitions' surfaces	fix	65		
clock-7	simplification	nit	(table)				Crate root and public types				P6	core	The join-as-fallible-combiner adapter closure is spelled three times	open			
crate-root-15	simplification	low	idiom	verified		yes	Crate root and public types		7		P7		`Decode::Io` carries its `io::Error` only in the message, not as `source()`	open			
crate-root-3	simplification	low	vestigial	verified		no	Crate root and public types				P6	core	serde `derive` feature enabled with no derive in the crate	open			
party-16	simplification	low	modularity	verified		no	Crate root and public types				P6	core	`IdBuilder` serves two clients with disjoint method sets and documents only one discipline	open			
party-18	simplification	nit	(table)				Crate root and public types				P6	core	`#[allow(clippy::wrong_self_convention)]` on `covers` guards nothing	open			
party-19	simplification	low	idiom	verified		no	Crate root and public types		45		P8		`compare`, `sum`, and `diff` keep their per-ancestor bit stacks on the output buffer `BitsBuf` where `BitStack` exists	open			
party-28	simplification	low	simplification	verified		no	Crate root and public types				P6	core	`split` and `sum_split` rest on a stream-suffix precondition the type does not carry: a dead `start` parameter, a redundant right-child scan asserted equal to `bits.len()`, and an unasserted twin in `branch_children`	open			
party-30	simplification	low	simplification	assessed		no	Crate root and public types				P6	core	`sum_split` re-accumulates the union spine that is already present verbatim in either operand	open			
party-4	simplification	medium	simplification	verified		no	Crate root and public types	simplification: One mechanism, several hand copies			P4		The 2-bit tag decode and the id subtree skip are hand-spelled at six sites	fix	74		
party-6	simplification	nit	(table)				Crate root and public types				P6	core	Idiom nits: `from_frozen` bypassed by `decode`/`seed`, qualified `core::fmt`/`crate::`/`std::io` paths beside a once-used import, `then(\|\| ..)` and positional `(u64, u64)` ranges under a `type_complexity` allow	open			
rank-14	simplification	nit	(table)				Crate root and public types				P6	core	suanpan's private digit width is hardcoded as 32 in before	open			
rank-17	simplification	nit	(table)				Crate root and public types				P6	core	Idiom nits: ilog2, a redundant rename, an expect that is not a proof, qualified paths, asymmetric twins, a re-export rename	open			
rank-18	simplification	low	simplification	verified		yes	Crate root and public types		72		P6	core	Four byte-source adaptors wrap decode_stream, and two decodes copy their whole input first	open			
rank-2	simplification	nit	(table)				Crate root and public types	simplification: Things one module away from home	73		P4		Rank and Ranked tests live in the parent module's test file	fix	65		
rank-22	simplification	medium	simplification	assessed		yes	Crate root and public types		72		P6	core	The two-arm numerator carries a maintenance cascade a single limbs arm would not	open			
rank-25	simplification	low	simplification	verified		no	Crate root and public types				P6	core	Num::msb_cmp's (Base, Base) arm is a no-op distinction and Base::msb_cmp is a one-caller wrapper	open			
rank-27	simplification	low	simplification	verified		no	Crate root and public types				P6	core	Two sub-limb right-shift kernels in num.rs	open			
rank-28	simplification	nit	(table)				Crate root and public types				P6	core	Wide's documented invariant is violated by from_limbs's transient, which is the only reason Wide::bits has a zero arm	open			
rank-8	simplification	low	simplification	verified		no	Crate root and public types				P6	core	The two-route dispatch is written twice, threaded by bool parameters	open			
span-causally-10	simplification	nit	(table)				Crate root and public types	simplification: Vocabulary and register	91		P3		Inline qualified paths where imports exist, and a `core::` beside `std::` imports	fix	57		
span-causally-11	simplification	low	simplification	assessed		no	Crate root and public types				P6	core	`intersect_points` is the swapped hull: one `span_refs` call replaces the equality compare plus two emission walks, and its comment names a rescue that cannot happen	open			
span-causally-12	simplification	low	simplification	assessed		no	Crate root and public types				P6	core	The span operators are encoded twice: `*_core` kernels re-implement the `SpanFoldOps` table with inline fast paths, and two ordering matches restate `Span::new`	open			
span-causally-15	simplification	low	modularity	assessed		no	Crate root and public types				P6	core	`OwnSpan` hand-writes the nine-way and three-way verdict tables that `place.rs` and the `verdict.rs` docs already state	open			
span-causally-21	simplification	nit	(table)				Crate root and public types				P6	core	`Span::encode` builds the composite asymmetrically and reallocates once	open			
span-causally-23	simplification	nit	(table)				Crate root and public types				P6	core	The wire decode tests `Admission::Refuted` twice: an early return, then an `unreachable!` arm for the same variant	open			
span-causally-3	simplification	low	idiom	verified		no	Crate root and public types				P6	core	The clone-identity coincidence certificate is spelled inline at five production sites while `Span::is_coincident` names it	open			
span-causally-31	simplification	low	simplification	verified		no	Crate root and public types				P6	core	`Query` is built by sixteen struct literals across four files; the one-hole forms and the `Conjoin` lifts restate constructors that exist	open			
span-causally-32	simplification	nit	(table)				Crate root and public types				P6	core	`Hole.strict` and the `hole_demand`/`hole_name` dispatch take a bare `bool` for a two-valued domain concept	open			
span-causally-6	simplification	nit	(table)				Crate root and public types	simplification: Things one module away from home			P6	core	The `Cow<Version>` `From` impls live in `span.rs` and claim a span-only purpose, but `causally::forms` depends on them	open			
span-causally-9	simplification	medium	modularity	assessed		no	Crate root and public types	simplification: One mechanism, several hand copies			P4		The receiver-seeded two-sided fold is written twice, with `FoldInput`, the group enum, and the adjacent-clone dedup re-declared in each file	open			
version-core-11	simplification	medium	vestigial	verified		no	Crate root and public types	simplification: Machinery that outlived the constraint that justified it			P5		The `_view` join/meet doors, the three-strategy operator macro, and `balanced_fold`'s `view` parameter are Batch-era machinery: every caller passes a `Version`	open			
version-core-13	simplification	low	vestigial	verified		yes	Crate root and public types	simplification: Guards that recompute what committed tests already hold	70		P4		The `debug_assert!` on `hull.relation` is the only production reader of `emit::Hull.relation`, and the differential it re-runs is committed	fix-amended	64		
version-core-19	simplification	nit	(table)				Crate root and public types	simplification: Things one module away from home			P6	core	`Div<&Party> for &Version` lives in version.rs and constructs `OwnVersion` through `pub(crate)` fields	open			
version-core-2	simplification	nit	(table)				Crate root and public types				P6	core	The `M` caption is pasted five times with inconsistent wrapping	open			
version-core-20	simplification	nit	(table)				Crate root and public types				P6	core	`causal_cmp_impls!` has one invocation and is the fixed-body twin of `view_cmp_impls!`	open			
version-core-24	simplification	low	simplification	verified		yes	Crate root and public types		17		P7		`Ticks::limbs` re-derives an exact size and reaches through two newtypes because `suanpan::Limbs` exposes neither `ExactSizeIterator` nor a `Base` accessor	open			
version-core-26	simplification	low	simplification	verified		no	Crate root and public types	simplification: Rosters and literals the compiler could hold			P4		`hull_traffic`'s `snapshot` and `reset` enumerate the `Rung` variants by hand; `web_traffic` is a shape-for-shape copy	open			
version-core-27	simplification	low	modularity	verified		no	Crate root and public types	simplification: Things one module away from home	73		P4		`version/tests.rs`'s module doc omits half the file, and the `Rank`/`Ranked` suites live two modules away from the types they test	fix	65		
version-core-28	simplification	low	vestigial	verified		no	Crate root and public types				P6	core	Two proptests assert the same `|=` cells on the same population	open			
version-core-31	simplification	nit	(table)				Crate root and public types				P6	core	The two rank-order sweeps duplicate the perturbed-pair construction verbatim	open			
version-core-36	simplification	low	vestigial	verified		yes	Crate root and public types		72		P6	core	Five committed proptest seeds describe parameter shapes of properties that no longer exist in their files	open			
version-core-4	simplification	nit	(table)				Crate root and public types				P6	core	Rustdoc link syntax inside `//` comments is inert	open			
version-core-8	simplification	low	simplification	verified		no	Crate root and public types	simplification: One mechanism, several hand copies			P4		`span_all` re-implements `balanced_fold`'s counter dispatch; a third copy lives in span algebra	open			
crate-root-12	simplification	nit	(table)				Cross-cutting: fold, shape, recurse, serde and borsh				P6	core	borsh_impls/tests.rs: qualified paths beside their imports, hand counts, a likelihood argument, and formatting slips	open			
crate-root-19	simplification	nit	(table)				Cross-cutting: fold, shape, recurse, serde and borsh				P6	core	`Vec::pop_if` removes both `expect`s and the `Option` juggling in the counter loop	open			
crate-root-39	simplification	nit	(table)				Cross-cutting: fold, shape, recurse, serde and borsh				P6	core	Four shape iterators carry an identical `finished` flag and byte-identical `size_hint` bodies	open			
crate-root-8	simplification	nit	(table)				Cross-cutting: fold, shape, recurse, serde and borsh				P6	core	Em-dashes in `//` comments across the partition	open			
crate-root-9	simplification	low	simplification	verified		no	Cross-cutting: fold, shape, recurse, serde and borsh				P6	core	borsh_impls.rs: `Ranked`'s decoder re-inlines `Rank`'s, the one-byte read is spelled three times, and full paths sit beside their imports	open			
board-frame-1	simplification	medium	scaffolding	verified		yes	Dissolvable scaffolding	claims: Meter blind spots decide what can be claimed | simplification: Machinery that outlived the constraint that justified it	42	7	P5		The segments currency reads zero by construction in every board binary; the front page, its ceiling, and the ladder-top derivation present it as a live meter	open			
board-frame-25	simplification	medium	scaffolding	verified		yes	Dissolvable scaffolding	simplification: Rosters and literals the compiler could hold	51		P5		`BOARD_DECLARED_BENCH_RIDERS` is a hand-maintained cell list in a module whose doc says none exists, derivable from each cell's own declarations, pinned in one direction only, and it is the time leg the committed cadence judges	fix	61		
crate-root-22	simplification	nit	(table)				Dissolvable scaffolding	simplification: Guards that recompute what committed tests already hold			P5		`balanced_reduce`'s `debug_assert` checks a property its own closures make impossible	open			
deps-10	simplification	low	scaffolding	verified		no	Dissolvable scaffolding	simplification: Machinery that outlived the constraint that justified it	49		P5		"the alloc-A/B arm roster lives in three hand-synced places, and the check-cfg comment's ""cannot drift"" holds in one direction only"	open			
deps-16	simplification	nit	(table)				Dissolvable scaffolding		20		P5		no package include/exclude: measurement artifacts, the paper transcription, and plotting scripts would ship in the crate tarball	open			
envelopes-a-8	simplification	low	scaffolding	verified		yes	Dissolvable scaffolding		43		P5		Five public-door rows and five kernel rows pin identical numbers on identical shapes	fix	4		
envelopes-b-17	simplification	low	scaffolding	verified		no	Dissolvable scaffolding				P5		`scatter_population` re-implements the board's private scatter constructor	open			
fuelscape-render-10	simplification	low	scaffolding	verified		yes	Dissolvable scaffolding		49		P5		`overlay` is compacted, validated, and committed for a widget revision that does not exist, at a sixth of the dataset's bytes	open			
fuzz-guests-pins-4	simplification	low	scaffolding	assessed		yes	Dissolvable scaffolding	simplification: Guards that recompute what committed tests already hold	49		P5		`fuzz_decode`'s assertions are implied by `fuzz_decode_differential`'s borsh arm	open			
fuzzfit-bands-18	simplification	low	scaffolding	verified		no	Dissolvable scaffolding				P5		Generated data and hand-written prose share one file, which is what the splice marker, the column-zero template, and the duplicated rustdoc exist to manage	open			
gate-legs-10	simplification	low	scaffolding	verified		no	Dissolvable scaffolding				P5		doclint sweeps in-tree build outputs; only two of five detached workspaces redirect their target dirs to dodge it	open			
gate-legs-9	simplification	low	scaffolding	verified		yes	Dissolvable scaffolding	simplification: Instruments with no reader, and buffers waiting for failures	48		P5		Two rosters carry a class for accepting known failures (one now empty, one holding only a demonstration)	open			
inventory-4	simplification	low	scaffolding	verified		no	Dissolvable scaffolding	simplification: Guards that recompute what committed tests already hold	70		P5		O(n) debug asserts recompute invariants the exhaustive ledger suite already checks, and one of them is limb-metered	fix-amended	64		
meter-adequacy-12	simplification	nit	(table)				Dissolvable scaffolding		47		P5		Registry and surfacecheck rulings carry `decided` dates whose only consumers are format tests	open			
meter-adequacy-8	simplification	low	scaffolding	verified		no	Dissolvable scaffolding	simplification: Instruments with no reader, and buffers waiting for failures	48		P5		The bench roster's `red` class is documented as a buffer for owned reds awaiting cures, a shape the roster outgrew	open			
meter-core-11	simplification	medium	scaffolding	verified		yes	Dissolvable scaffolding	claims: Meter blind spots decide what can be claimed | simplification: Machinery that outlived the constraint that justified it	42	7	P5		The stack-segments meter has no writer in any build that reads it through the `meter` feature	open			
meter-registry-tier2-9	simplification	low	scaffolding	verified		yes	Dissolvable scaffolding		47		P5		Dated rulings (`decided`, `REGISTRY_RATIFIED`) are dated rationale at declaration sites, enforced by a shape-only date test	open			
oracle-laws-2	simplification	medium	scaffolding	verified		yes	Dissolvable scaffolding		46		P5		The oracle's `join_all` transcribes production's balanced fold, twice, and the differential pins a hand-back shape the contract declares unspecified while the module doc claims paper transcription	open			
oracle-laws-24	simplification	nit	(table)				Dissolvable scaffolding				P5		`law_names_are_unique_across_groups` restates a guarantee `laws!` gives at compile time, and its doc overstates its role	open			
rank-26	simplification	low	scaffolding	verified		no	Dissolvable scaffolding	simplification: Instruments with no reader, and buffers waiting for failures			P5		Wide-arm limb metering has no observer: sixteen meter_wide hooks feed a counter no committed check reads while the arm is engaged	open			
