id	doc	severity	class	provenance	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
tests-resource-link-window-14	simplification	low	simplification	verified	no	Integration tests				P5	tests	"target_message_size: near-duplicate pair builders, a thrice-spelled corpus seed, an unenforced OFF_DEFAULT guard, and ""budget"" for ""target"""	open			
tests-resource-link-window-15	simplification	low	simplification	verified	no	Integration tests	simplification: Test-harness helpers re-spelled per binary			P5	tests	three binaries each own a parser for the rendered capture's signal line	open			
tests-resource-link-window-17	simplification	nit	(table)			Integration tests	simplification: Import hygiene left by three mechanical sweeps			P3		"tradeoff_probe: import spacing, undocumented helpers, a bare expect(""small""), a hand-maintained 5,431"	fix	T52		
tests-resource-link-window-21	simplification	low	idiom	verified	no	Integration tests	simplification: Hand-maintained widths and counts			P4		magic numbers in the window suites' admittance constants and hop bounds, with one latent coupling	open			
tests-resource-link-window-22	simplification	medium	modularity	verified	no	Integration tests	simplification: Test-harness helpers re-spelled per binary		19	P5	tests	ten binaries hand-roll the budgeted bootstrap fork that tests/common owns, losing its stall detector and drain check; binding_capacity is duplicated with a magic slice	open			
tests-resource-link-window-23	simplification	nit	(table)			Integration tests	simplification: Em-dashes in `//` comments			P3		em-dashes in seven non-doc comments	fix	T48		
tests-resource-link-window-26	simplification	low	simplification	verified	no	Integration tests	performance: One site, two findings			P7		zero_budget_serializes_but_completes builds and runs its slowest pair twice because session_hops discards the reconciled handles; tradeoff_probe copies the primitive with a rounding reader	open			
tests-resource-link-window-3	simplification	medium	simplification	verified	no	Integration tests				P5	tests	async_wire.rs restates pairwise.rs's union property under a qualifier whose referent was deleted	open			
tests-resource-link-window-5	simplification	low	simplification	verified	no	Integration tests	simplification: Test-harness helpers re-spelled per binary			P5	tests	the allocator meters duplicate their scaffolding, and decode_alloc's run_body wrapper is bypassed	open			
tests-wire-format-10	simplification	nit	(table)			Integration tests	simplification: Import hygiene left by three mechanical sweeps	7		P3		A trailing serde import glued to the first item, at 22 sites across the tree	fix	T52		
tests-wire-format-11	simplification	low	simplification	assessed	no	Integration tests				P5	tests	cbor_evolution runs sessions on a real tokio runtime and hand-rolls the cross-typed bootstrap that payload_depth also hand-rolls	open			
tests-wire-format-13	simplification	nit	(table)			Integration tests	simplification: Em-dashes in `//` comments			P3		Em-dashes in a // comment and an assert message	fix	T48		
tests-wire-format-17	simplification	nit	(table)			Integration tests				P5	tests	wire_legibility loads payloads one send at a time and folds seed and fork into one Option-flagged helper	open			
tests-wire-format-2	simplification	low	simplification	verified	no	Integration tests	simplification: Test-harness helpers re-spelled per binary			P5	tests	Fixture helpers the harness should own are re-spelled per suite: seeded, version_for, the leaf-prefix collector	open			
tests-wire-format-21	simplification	low	simplification	verified	yes	Integration tests	simplification: Test-harness helpers re-spelled per binary	78		P4		FixtureTree hand-rolls a temp directory and is duplicated between the two provenance sweeps	fix	T91		
tests-wire-format-23	simplification	low	simplification	assessed	no	Integration tests	simplification: Test-harness helpers re-spelled per binary			P5	tests	A third observer recorder where the harness already holds two	open			
tests-wire-format-24	simplification	nit	(table)			Integration tests	simplification: Import hygiene left by three mechanical sweeps			P3		Long qualified paths where imports exist or belong, Mutex for a counter, and misnamed link ends	fix	T52		
tests-wire-format-28	simplification	low	vestigial	verified	no	Integration tests	simplification: Lint attributes that guard nothing | simplification: Retirement and erasure residue			P4		Unused Protocol import in the shared wire harness, masked by a blanket unused_imports allow	open			
tests-wire-format-8	simplification	nit	(table)			Integration tests	simplification: Braces left by the `send_all` rewrite			P4		Braces left behind by the send_all conversion	open			
api-audit-12	simplification	low	idiom	verified	yes	Link	simplification: Missing common-trait impls on public types	2	21	P3		Twelve public types have no `Debug` impl	fix	T47		
inventory-18	simplification	nit	(table)			Link	simplification: Clippy pedantic and nursery stragglers with zero false positives in the run			P3		See link-25 (correctness), the entry of record for the truncating `as u8` behind a `debug_assert` at header.rs:254; not counted here	fix	T47		
link-10	simplification	nit	(table)			Link				P5	link	The erasure funnel's vocabulary and rationale are split between `erased.rs` and `gossip.rs`	open			
link-17	simplification	nit	(table)			Link	api: The `#[non_exhaustive]` rule is recorded only in commit 1e458d69's message | simplification: Missing common-trait impls on public types	10		P3		`EndpointError` and `LinkError` lack `#[non_exhaustive]`, as do many other public enums; a crate-wide ruling is missing	fix	T55		
link-19	simplification	nit	(table)			Link	simplification: Manual impls identical to what `derive` emits			P4		Hand-written `Clone` impls where `#[derive(Clone)]` produces the same impl	open			
link-20	simplification	nit	(table)			Link		34		P6		`Config`'s two zero-bound errors are what `NonZeroUsize` fields make unrepresentable	model	T81		
link-22	simplification	nit	(table)			Link	simplification: `pub` inside the private `tree` module carries no information			P3		`PREFIX_LEN` is `pub(super)` but used only inside `header`, and the layout it heads is spelled three times by offset arithmetic	model	T46		
link-24	simplification	nit	(table)			Link				P5	link	`SocketAddr::decode` hand-checks the length and then `expect`s twice	open			
link-26	simplification	medium	modularity	assessed	no	Link				P5	link	The routing table has no type of its own: the token claim is spelled twice, two clippy allowances stand in for a newtype, and a maintainer comment's premise is false as written	open			
link-3	simplification	low	simplification	verified	no	Link	simplification: Hand-maintained widths and counts	74		P4		`STREAM_COUNT` is a literal 17 in two layers, held equal by a pin test, and the stated derivation is never asserted	fix	T87		
link-30	simplification	nit	(table)			Link	simplification: One-caller wrappers, bypassed impls, and shims			P4		`route` exists only to discard `deliver`'s error and echo an id	open			
link-5	simplification	low	idiom	verified	yes	Link	simplification: Missing common-trait impls on public types			P4		No `Debug` on `Link`, `LinkParts`, `Endpoint`, `Incoming`, or the four supply types; smaller common-trait gaps	fix	T84		
link-8	simplification	low	modularity	verified	no	Link				P5	link	`Link` doubles as the one-session carrier, so `for_session` builds a `Link` whose poison flag is admittedly inert	open			
link-9	simplification	low	simplification	verified	yes	Link		33		P6		`LinkParts` is a field-for-field twin of `Link` that exists to publish the fields	fix	T80		
deps-1	simplification	medium	vestigial	verified	no	Manifest, lints, and verification recipes				P1		static_assertions is a normal dependency for one test module, and one redundant test in it is the sole reason forbid(unsafe_code) is conditional	fix	T26		
deps-4	simplification	low	simplification	verified	no	Manifest, lints, and verification recipes	simplification: One-caller wrappers, bypassed impls, and shims			P4		futures-util is fully shadowed by futures at all six sites	open			
deps-8	simplification	nit	(table)			Manifest, lints, and verification recipes				P1		bytes' `serde` feature is enabled but no serde path touches a `Bytes`	fix	T28		
deps-9	simplification	nit	(table)			Manifest, lints, and verification recipes				P1		the tokio dev-dependency's `default-features = true` is vacuous	fix	T28		
inventory-2	simplification	xref				Manifest, lints, and verification recipes				P1		`static_assertions` is a runtime dependency used only under `cfg(test)`	dup	T26		entry of record: deps-1
verification-infra-11	simplification	low	vestigial	verified	no	Manifest, lints, and verification recipes	simplification: Retirement and erasure residue			P4		tools/digestshare keeps a V1 side-by-side skip for a render form that no longer exists	open			
materialized-1	simplification	low	modularity	verified	no	Materialized				P5	streaming	`yield_resolve_query!` is defined in `materialized.rs` but every expansion is in `work/levels.rs`	open			
materialized-10	simplification	xref				Materialized		73		P4		The walk imports `DEFAULT_TARGET_MESSAGE_SIZE` from `remote` and casts it to the greeting's type	fix	T86		
materialized-11	simplification	low	simplification	verified	no	Materialized	documentation: One argument in two homes that have drifted | simplification: Duplicated halves of one mechanism in production			P4		The handshake phases duplicate the greeting derivation, the role-opening prelude, and the local version	open			
materialized-12	simplification	low	vestigial	verified	no	Materialized	simplification: Retirement and erasure residue			P4		Twelve `+ Sync` bounds restate a `Backend` supertrait	open			
materialized-13	simplification	medium	simplification	verified	no	Materialized				P5	streaming	`complete_initiator` hand-rolls `tasks::complete` because `absorb` is the one walk not registered as a `Work` task	open			
materialized-15	simplification	nit	(table)			Materialized				P5	streaming	Leaf counts cross the `usize`/`u64` boundary at every ingestion site, and `absorb` charges `len()` where it credits `1`	open			
materialized-16	simplification	low	modularity	verified	no	Materialized	simplification: The channel-type boundary leaks `cfg` forks into its consumers			P4		The receiver-as-stream `cfg(test)` adapter is duplicated in `common.rs` and `erased.rs`, and belongs in `channel.rs`, which owns the channel-type swap; with `children_of` relocated, `common.rs` dissolves	open			
materialized-26	simplification	low	idiom	verified	no	Materialized				P5	streaming	`unknown::known` and `mirror::contained` spell one predicate two ways on the two sides of one contract	open			
materialized-3	simplification	low	modularity	verified	no	Materialized				P5	streaming	The typed `children_of` lives in `materialized/common.rs`, its only consumer is `erased::ops`, and the re-export comment names a consumer that no longer exists	open			
materialized-31	simplification	low	idiom	verified	no	Materialized				P5	streaming	`answer::internal` re-derives the listing `fan_listing` already computes	open			
materialized-33	simplification	low	idiom	verified	no	Materialized				P5	streaming	`initiator_level` hand-rolls a Left-only merge that the sibling module expresses with `merge_join_by`	open			
materialized-34	simplification	medium	simplification	assessed	no	Materialized				P5	streaming	`internal_walk`'s opening hand-off is two `Option<oneshot>`s plus two `Option<BTreeMap>`s awaited lazily inside the reaction loop; one enum consumed once at stream start says the same thing	open			
materialized-36	simplification	low	idiom	verified	no	Materialized	simplification: Same-typed positional runs where a named bundle or newtype would carry the meaning			P4		`Resolver::react` returns an undocumented four-tuple that every caller immediately re-shapes	open			
materialized-4	simplification	nit	(table)			Materialized	simplification: Same-typed positional runs where a named bundle or newtype would carry the meaning			P4		`SupplyLedger::charge` reports its overdraw as a bare `u64`	open			
materialized-40	simplification	nit	(table)			Materialized	simplification: Hand-maintained widths and counts			P4		`violations.rs` hard-codes the height count and mirrors `Violation` with an identity enum	open			
materialized-6	simplification	nit	(table)			Materialized	simplification: `pub` inside the private `tree` module carries no information	1		P3		Field visibility on `Query`, `Resolution`, and `Resolve` is inconsistent inside a tree that is private at the crate root	model	T46		
materialized-8	simplification	nit	(table)			Materialized	simplification: Lint attributes that guard nothing	9		P3		Attributes that guard nothing: twelve per-item `type_complexity` allows under a module-wide allow, and `#[cfg(test)]` inside a `#[cfg(test)]` module	fix	T54		
materialized-9	simplification	nit	(table)			Materialized	simplification: Import hygiene left by three mechanical sweeps			P3		Qualified paths where imports exist, and clone helpers that half the call sites bypass	fix	T52		
module-graph-13	simplification	nit	(table)			Materialized	simplification: Duplicated halves of one mechanism in production			P4		Two near-identical `pump` helpers diverge on a closed receiver without saying why	open			
module-graph-8	simplification	low	simplification	verified	no	Materialized	simplification: One-caller wrappers, bypassed impls, and shims			P4		Redundant re-export layers: a six-line shim over `streaming::channel`, and a re-export list that `remote.rs` glob-re-exports	open			
inventory-17	simplification	nit	(table)			Mirror common				P5	streaming	Head width computed as `1 + (n - 1)`	open			
inventory-3	simplification	low	vestigial	assessed	no	Mirror common	simplification: Lint attributes that guard nothing	9		P3		Twelve per-item `type_complexity` allows under `streaming/` are shadowed by the module-wide allow	fix	T54		
mirror-common-10	simplification	medium	simplification	assessed	yes	Mirror common	simplification: Guards and asserts that recompute what types or committed tests already establish	18		P4		`Preamble::decode` takes `&[u8]` where every caller holds `[u8; V2_PREAMBLE_LEN]`, and pays for it with two public `PreambleDefect` variants that guard programmer error	open			
mirror-common-11	simplification	nit	(table)			Mirror common	simplification: Hand-maintained widths and counts | simplification: Retirement and erasure residue			P4		Two widths restated as literals beside the constants that name them	open			
mirror-common-16	simplification	low	simplification	verified	no	Mirror common	performance: Deep clones through `Arc::make_mut` on shared handles | simplification: One-caller wrappers, bypassed impls, and shims | simplification: Same-typed positional runs where a named bundle or newtype would carry the meaning			P4		`Handshaken` keeps a cloned `Greeting` to read two scalars, and the `(len, version)` election key is spelled three ways	open			
mirror-common-17	simplification	low	simplification	verified	no	Mirror common	simplification: One-caller wrappers, bypassed impls, and shims			P4		The descent future is boxed twice: `reconcile` returns a `BoxFuture` and every caller `Box::pin`s it again	open			
mirror-common-18	simplification	nit	(table)			Mirror common	simplification: Import hygiene left by three mechanical sweeps			P3		Redundant `std::future::Future` imports under edition 2024	fix	T52		
mirror-common-19	simplification	low	modularity	verified	no	Mirror common				P5	streaming	"Two unrelated types named `ErrorRoute`, both ""one-slot first-error routes"", in sibling modules"	open			
mirror-common-20	simplification	nit	(table)			Mirror common	simplification: `pub` inside the private `tree` module carries no information	1		P3		Visibility wider than use: `pub` items with in-file-only callers	model	T46		
mirror-common-22	simplification	xref				Mirror common	simplification: Inline module bodies against the sibling-file convention	8		P3		`driver.rs` carries an inline test module against the sibling-file convention	fix	T53		
mirror-common-24	simplification	nit	(table)			Mirror common				P5	streaming	`ReplyResultStream` stores a fn pointer that its own type parameters already determine	open			
mirror-common-25	simplification	low	modularity	verified	no	Mirror common	simplification: The channel-type boundary leaks `cfg` forks into its consumers			P4		The channel module's test/production stream swap is re-implemented in two consumers	open			
mirror-common-28	simplification	nit	(table)			Mirror common				P5	streaming	`Reply`'s field of `Reaction`s is named `replies`	open			
mirror-common-29	simplification	nit	(table)			Mirror common	simplification: Lint attributes that guard nothing	9		P3		`protocol.rs` re-states the module-wide `type_complexity` allow it already inherits	fix	T54		
mirror-common-3	simplification	low	simplification	demonstrated	no	Mirror common				P5	streaming	`read_head` spells its width as `1 + (a - b - 1)`, and the info-to-width table is written twice with the second copy's error arms unreached by any test	open			
mirror-common-31	simplification	nit	(table)			Mirror common				P5	streaming	The typestate trait is named `Protocol`, colliding with the public `Protocol` enum one directory up	open			
mirror-common-32	simplification	nit	(table)			Mirror common	simplification: Duplicated halves of one mechanism in production			P4		"The ""rustc explodes"" boxing rationale is pasted three times instead of stated once at `BoxResponses`"	open			
mirror-common-6	simplification	low	modularity	verified	no	Mirror common	simplification: Retirement and erasure residue			P4		`LengthOverflow` is a codec-side error housed in the reader-side framing module	open			
mirror-common-7	simplification	low	idiom	verified	no	Mirror common	simplification: Import hygiene left by three mechanical sweeps			P3		The framing readers demand a `Sized` reader, forcing a double reborrow and a fully qualified path in `party.rs`	fix	T52		
module-graph-12	simplification	nit	(table)			Mirror common	api: `pub` on items nothing outside the crate can reach, documented in library-user voice | simplification: `pub` inside the private `tree` module carries no information	1		P3		`pub` versus `pub(crate)` on module declarations under the private `tree` encodes no visibility difference	model	T46		
module-graph-2	simplification	medium	modularity	verified	no	Mirror common	simplification: The channel-type boundary leaks `cfg` forks into its consumers	73		P4		The streaming core 4-cycle is closed by single-item imports, two of them misplaced items	fix	T86		
module-graph-6	simplification	low	idiom	verified	no	Mirror common	simplification: Inline module bodies against the sibling-file convention	8		P3		Six inline `#[cfg(test)] mod tests { ... }` blocks breach the sibling `tests.rs` convention	fix	T53		
module-graph-9	simplification	nit	(table)			Mirror common		100		P8		`streaming` is the one path segment whose contrast retired with V1	fix-amended	T121		
streaming-tests-12	simplification	low	simplification	verified	no	Mirror common	simplification: Duplicated halves of one mechanism in production			P4		Poll-schedule literals are copied across files with their clamp and length unexplained	open			
streaming-tests-14	simplification	nit	(table)			Mirror common	simplification: Guards and asserts that recompute what types or committed tests already establish			P4		Statements that carry nothing: a root returned to be dropped, a bound implied by the line above it, a conditional implied by reflexivity	open			
streaming-tests-15	simplification	nit	(table)			Mirror common	simplification: Hand-maintained widths and counts			P4		Magic numbers where a named constant exists or is owed	open			
streaming-tests-21	simplification	nit	(table)			Mirror common	simplification: Import hygiene left by three mechanical sweeps			P3		Inline qualified paths and split import groups where an import would do	fix	T52		
streaming-tests-22	simplification	low	simplification	assessed	no	Mirror common				P5	streaming	fixtures.rs hand-rolls what its own `grown` and `rooted` express; the ceiling-of-node expression is written three times	open			
streaming-tests-24	simplification	low	simplification	assessed	no	Mirror common				P5	streaming	The role election and the advertised length are mirrored twice in the suite	open			
streaming-tests-25	simplification	nit	(table)			Mirror common				P5	streaming	skeleton.rs re-derives height parity beside its own `asks`, and keys channel projections by `&'static str`	open			
streaming-tests-3	simplification	medium	simplification	verified	no	Mirror common	simplification: Test-harness helpers re-spelled per binary			P5	streaming	The two-Local-endpoints session is constructed at nine sites behind a six-function ladder	open			
streaming-tests-4	simplification	nit	(table)			Mirror common	simplification: Em-dashes in `//` comments			P3		Em-dashes in `//` code comments	fix	T48		
inventory-11	simplification	nit	(table)			Remote adapter and streams				P5	remote	Mutex poison is handled two ways in production code	open			
inventory-12	simplification	nit	(table)			Remote adapter and streams	simplification: Lint attributes that guard nothing			P4		A `too_many_arguments` allow on a seven-parameter function	open			
remote-adapter-streams-10	simplification	nit	(table)			Remote adapter and streams	simplification: Guards and asserts that recompute what types or committed tests already establish			P4		"`SupplyOrder`'s ""preceded"" half is unreachable; `LeafOrder` fires first"	open			
remote-adapter-streams-12	simplification	low	simplification	assessed	no	Remote adapter and streams	simplification: Duplicated halves of one mechanism in production			P4		`render` repeats the flush-pending-then-yield block four times; two suffice	open			
remote-adapter-streams-18	simplification	nit	(table)			Remote adapter and streams	simplification: Import hygiene left by three mechanical sweeps			P3		Long qualified paths, function-local imports, an unimported `crate::Version`, an out-of-group import, and one implicit head width	fix	T52		
remote-adapter-streams-19	simplification	medium	simplification	verified	yes	Remote adapter and streams	api: Error variants no public path produces, and an origin the taxonomy does not state | simplification: Guards and asserts that recompute what types or committed tests already establish	18		P4		"`ReplyFrame`'s ""static"" exclusion is a runtime `TryFrom` on frames the adapter never produces, leaving a public error variant no session can fire"	open			
remote-adapter-streams-20	simplification	low	simplification	assessed	no	Remote adapter and streams	simplification: Guards and asserts that recompute what types or committed tests already establish			P4		`SendState` forces two `unreachable!`s that `Option`-shaped state removes	open			
remote-adapter-streams-24	simplification	low	simplification	assessed	no	Remote adapter and streams	simplification: Guards and asserts that recompute what types or committed tests already establish			P4		`StreamReceiver`'s two-`Option` state and `ReceiverStart` dissolve: the `stream!` generator is already lazy	open			
remote-adapter-streams-25	simplification	nit	(table)			Remote adapter and streams	simplification: Same-typed positional runs where a named bundle or newtype would carry the meaning			P4		The supply-failure deposit slot is spelled twice with two lock sites; a newtype names it once	open			
remote-adapter-streams-26	simplification	nit	(table)			Remote adapter and streams				P5	remote	`claims()` builds the slots through a `Vec` and a fallible `try_into` where two `array::from_fn` calls suffice	open			
remote-adapter-streams-27	simplification	nit	(table)			Remote adapter and streams				P5	remote	`ClaimSlots` lacks the `take` its mirror `Claims` has; the driver reaches into its field	open			
remote-adapter-streams-3	simplification	medium	simplification	assessed	no	Remote adapter and streams	simplification: Duplicated halves of one mechanism in production		20	P4		`read_early` re-implements `read_reply`; `read_reply` over an empty root scope already produces its exact rejections	open			
remote-adapter-streams-4	simplification	low	modularity	verified	no	Remote adapter and streams	simplification: Same-typed positional runs where a named bundle or newtype would carry the meaning	98		P4		The peer's decode premises (`version_bytes`, `ledger`, `codec`) travel as three loose parameters through six signatures and two structs	fix	T119		
remote-adapter-streams-5	simplification	medium	vestigial	verified	no	Remote adapter and streams	simplification: Retirement and erasure residue			P4		`Encoded<Q>`, `Decoded<E, Q>`, `decode<.., Q, N>`, `render<.., D>` and four scope-derivation closures are height-erasure residue	open			
remote-adapter-streams-9	simplification	low	idiom	verified	no	Remote adapter and streams	simplification: Guards and asserts that recompute what types or committed tests already establish			P4		`Prefix<Z>` to `[u8; 32]` spelled as a fallible `try_into().expect(..)` where an infallible `From` exists	open			
remote-adapter-tests-10	simplification	medium	simplification	verified	no	Remote adapter and streams	simplification: Test-harness helpers re-spelled per binary			P5	remote	fixture and helper machinery is duplicated across the partition	open			
remote-adapter-tests-11	simplification	low	vestigial	verified	no	Remote adapter and streams				P5	remote	a positive round-trip law lives in malformed.rs and duplicates a weaker test in runs.rs	open			
remote-adapter-tests-19	simplification	low	vestigial	verified	no	Remote adapter and streams	simplification: Retirement and erasure residue			P4		`ErasedUnit` and `ErasedU64` alias the same type; the per-payload distinction is gone	open			
remote-adapter-tests-2	simplification	medium	simplification	verified	no	Remote adapter and streams	simplification: Same-typed positional runs where a named bundle or newtype would carry the meaning | simplification: Test-harness helpers re-spelled per binary	98		P4		the three ingress premises are re-spelled at every decode and encode call site	fix	T119		
remote-adapter-tests-20	simplification	medium	simplification	verified	no	Remote adapter and streams	simplification: Test-harness helpers re-spelled per binary			P5	remote	properties.rs states each of its six laws twice, once for `Z` and once for `S<H>`	open			
remote-adapter-tests-5	simplification	nit	(table)			Remote adapter and streams	simplification: Import hygiene left by three mechanical sweeps			P3		import layout is codemod residue across the suite	fix	T52		
remote-capture-atlas-11	simplification	nit	(table)			Remote capture and codec tests	simplification: Hand-maintained widths and counts			P4		Bare major numbers `7` and `1` beside named `MAJOR_*` constants	open			
remote-capture-atlas-14	simplification	nit	(table)			Remote capture and codec tests				P5	remote	Dead disjunct in the listing order check, and an order verdict for a key-shape violation	open			
remote-capture-atlas-15	simplification	nit	(table)			Remote capture and codec tests				P5	remote	`render_tag`'s scalar guard computes `scalar()` twice and re-proves itself with an `expect`	open			
remote-capture-atlas-16	simplification	nit	(table)			Remote capture and codec tests	simplification: One-caller wrappers, bypassed impls, and shims			P4		`render_embedded` is a one-production-caller wrapper over `render_embedded_as`	open			
remote-capture-atlas-23	simplification	low	idiom	verified	no	Remote capture and codec tests	simplification: Hand-maintained widths and counts			P4		"Test-side `SIGNALS`, `SIGNAL_COUNT`, a bare `2`, and ""All 340 placements"" restate what the codec owns"	open			
remote-capture-atlas-25	simplification	nit	(table)			Remote capture and codec tests				P5	remote	Speaker drawn from a `bool` three times where an `arb_speaker()` strategy would do	open			
remote-capture-atlas-26	simplification	nit	(table)			Remote capture and codec tests	simplification: Import hygiene left by three mechanical sweeps			P3		Fully qualified paths where the import already exists	fix	T52		
remote-capture-atlas-27	simplification	nit	(table)			Remote capture and codec tests				P5	remote	`write_hex` hand-rolls `hex::encode`, which the same file already uses	open			
remote-capture-atlas-29	simplification	low	simplification	verified	no	Remote capture and codec tests	simplification: Duplicated halves of one mechanism in production			P4		The frame-to-signal projection is written three times: inline in the encoder and twice verbatim in tests	open			
remote-capture-atlas-3	simplification	nit	(table)			Remote capture and codec tests				P5	remote	Five identical `cfg` attributes gate what two `use` statements would carry	open			
remote-capture-atlas-30	simplification	nit	(table)			Remote capture and codec tests	simplification: Import hygiene left by three mechanical sweeps			P3		Import groups in the atlas are interleaved: crate, std, tokio, super, crate, serde	fix	T52		
remote-capture-atlas-34	simplification	nit	(table)			Remote capture and codec tests				P5	remote	Synchronous fail-after IO doubles are re-declared per codec test file	open			
remote-capture-atlas-4	simplification	low	vestigial	verified	no	Remote capture and codec tests	simplification: One-caller wrappers, bypassed impls, and shims			P4		`codec_stream_count` wraps a constant already reachable as `remote::Stream::COUNT`	open			
remote-capture-atlas-5	simplification	low	idiom	verified	no	Remote capture and codec tests	simplification: One-caller wrappers, bypassed impls, and shims			P4		The proxy error carries two names in the `remote` namespace, and tests rename toward the one that already exists	open			
remote-capture-atlas-9	simplification	nit	(table)			Remote capture and codec tests				P5	remote	The `Role -> Speaker` inverse lives apart from `Speaker::role`	open			
clippy-pedantic-1	simplification	low	idiom	verified	no	Remote codec	simplification: Clippy pedantic and nursery stragglers with zero false positives in the run			P3		Range-checked `as` narrowings where `try_from` carries the check	fix	T47		
inventory-5	simplification	low	simplification	assessed	no	Remote codec	simplification: Guards and asserts that recompute what types or committed tests already establish			P4		`parse_greeting` and `greeting_map` route a fixed-order roster through six `Option`s and eight panic sites	open			
remote-codec-13	simplification	nit	(table)			Remote codec	simplification: Import hygiene left by three mechanical sweeps			P3		Long qualified paths at use sites where the file already imports the module	fix	T52		
remote-codec-21	simplification	nit	(table)			Remote codec	simplification: Same-typed positional runs where a named bundle or newtype would carry the meaning | simplification: `pub` inside the private `tree` module carries no information			P3		Visibility wider than reach, `thiserror::Error` derived for `Display` alone, and a positional three-field variant	model	T46		
remote-codec-22	simplification	low	vestigial	verified	no	Remote codec	simplification: Manual impls identical to what `derive` emits | simplification: Retirement and erasure residue			P4		`LeafRun`'s hand-written `Default`, `Clone`, `PartialEq`, and `Eq` are residue of the erased type parameter	open			
remote-codec-27	simplification	medium	simplification	assessed	no	Remote codec	simplification: Guards and asserts that recompute what types or committed tests already establish			P4		Greeting encode and parse dispatch on key strings inside a roster loop, forcing six `Option`s, six `expect`s, and two `unreachable!`s	open			
remote-codec-3	simplification	low	simplification	assessed	no	Remote codec	simplification: Hand-maintained widths and counts	74,99		P4		Wire quantities spelled several times: the opener length, the supply head, the record item length, the stream count, the radix fan	fix	T87		
remote-codec-7	simplification	low	modularity	assessed	no	Remote codec				P5	remote	Test-only code is interleaved through the production codec files	open			
remote-codec-8	simplification	low	simplification	assessed	no	Remote codec	simplification: Duplicated halves of one mechanism in production	58		P1		Decode fragments duplicated between the async reader and the sync oracle: the over-budget gate, `record_prefix`, the EOF classification, and a bare `RECORD_TAG_LEN + 1`	fix	T24		
remote-codec-9	simplification	medium	simplification	assessed	yes	Remote codec		18		P6		The frame decoder flattens typed head and listing defects into static strings; every sibling taxonomy keeps them typed	fix	T63		
async-hazards-6	simplification	nit	(table)			Remote proxy				P5	remote	`Work::spawn` names a task-bag push in a crate that promises no spawning	open			
clippy-pedantic-12	simplification	nit	(table)			Remote proxy				P5	remote	`get_or_insert` in the arm that already knows the slot is empty	open			
clippy-pedantic-2	simplification	low	idiom	verified	no	Remote proxy	simplification: Clippy pedantic and nursery stragglers with zero false positives in the run			P3		`&mut` receivers and a `&mut Context` that never mutate	fix	T47		
remote-proxy-11	simplification	nit	(table)			Remote proxy	simplification: Import hygiene left by three mechanical sweeps			P3		Idiom nits: a stray import group, qualified paths beside existing imports, a redundant `pin!`, and parameter rebinding	fix	T52		
remote-proxy-12	simplification	low	modularity	assessed	no	Remote proxy				P5	remote	execute fuses the biased select to the failure-attribution table	open			
remote-proxy-14	simplification	nit	(table)			Remote proxy				P5	remote	`mod pump` and `fn pump` name two different things in one file	open			
remote-proxy-21	simplification	nit	(table)			Remote proxy	simplification: Hand-maintained widths and counts			P4		Trace causality check mixes a named height with literal heights	open			
remote-proxy-23	simplification	low	simplification	verified	no	Remote proxy	simplification: Duplicated halves of one mechanism in production			P4		The erase-and-box of a typed request stream is spelled ten times across the proxy and the walk, under two aliases for one type	open			
remote-proxy-24	simplification	low	simplification	verified	no	Remote proxy	simplification: Duplicated halves of one mechanism in production | simplification: Same-typed positional runs where a named bundle or newtype would carry the meaning	98		P4		Three decode pumps re-thread the same ingress context and repeat the same six-argument decode call four times	fix	T119		
remote-proxy-25	simplification	low	simplification	assessed	no	Remote proxy				P5	remote	decode_pump's early-supply branch duplicates the decode call and the yield, exits through `continue`, and re-asserts what the adapter guarantees	open			
remote-proxy-28	simplification	low	simplification	assessed	no	Remote proxy	simplification: Duplicated halves of one mechanism in production			P4		leaf_decode_pump and terminal_decode_pump are one loop; the encode side already unifies the same pair with an Option	open			
remote-proxy-29	simplification	low	vestigial	verified	no	Remote proxy	api: Error variants no public path produces, and an origin the taxonomy does not state | simplification: Guards and asserts that recompute what types or committed tests already establish			P4		The responder-terminal TerminalQuery check is unreachable from wire bytes	open			
remote-proxy-30	simplification	low	simplification	assessed	no	Remote proxy				P5	remote	Early encodes a four-state cursor as three Options and a bool	open			
remote-proxy-4	simplification	medium	simplification	assessed	no	Remote proxy	simplification: Duplicated halves of one mechanism in production | simplification: Same-typed positional runs where a named bundle or newtype would carry the meaning	98		P4		complete_connect and accept duplicate the post-exchange tail, then thread it through four positional argument lists	fix	T119		
remote-proxy-5	simplification	nit	(table)			Remote proxy	simplification: Em-dashes in `//` comments			P3		Em-dashes in `//` comments at four production sites	fix	T48		
remote-proxy-7	simplification	medium	simplification	verified	no	Remote proxy	simplification: Guards and asserts that recompute what types or committed tests already establish	98	20	P4		The proxy elects the initiator a second time and reconciles it with the driver's election by enum, unreachable!, and debug_assert	fix	T119		
remote-proxy-tests-16	simplification	low	simplification	verified	no	Remote proxy	simplification: Test-harness helpers re-spelled per binary			P5	remote	The endpoint-to-`MirrorError`-side projection is written seven times, with two polarities	open			
remote-proxy-tests-17	simplification	nit	(table)			Remote proxy	simplification: Hand-maintained widths and counts			P4		Unnamed capacities and counts: `17` four times, `64 * 1024`, `31`	open			
